year,"last_name, first_name",avg_speed,pitch_type,pitch_type_name,pitcher_break_z_induced,pitcher_break_x
2018,"Musgrove, Joe",85.4,CH,Changeup,5,9.7
2018,"Swarzak, Anthony",85.4,SL,Slider,0.3,4.2
2018,"Bundy, Dylan",91.5,SI,Sinker,15.7,13
2018,"Edwards Jr., Carl",80.2,CU,Curveball,-11.6,10.6
2018,"Chen, Wei-Yin",73.3,CU,Curveball,-10.5,6.3
2018,"Peralta, Wily",83.8,SL,Slider,-2.2,0.6
2018,"Ryu, Hyun Jin",73.6,CU,Curveball,-13.7,12.1
2018,"Gant, John",76.1,CU,Curveball,-14,8.6
2018,"McCarthy, Kevin",84.4,CH,Changeup,4.2,15
2018,"Cole, Taylor",92.9,FF,4-Seam Fastball,15.3,11.5
2018,"Castro, Miguel",87.6,CH,Changeup,7.2,17.5
2018,"García, Jaime",81,SL,Slider,-5.5,8.4
2018,"LeBlanc, Wade",72.5,CU,Curveball,-7,11.8
2018,"Lauer, Eric",74.6,CU,Curveball,-9.1,5.7
