year,"last_name, first_name",avg_speed,pitch_type,pitch_type_name
2024,"Hudson, Dakota",90,FF,4-Seam Fastball
2024,"Wentz, Joey",85.7,CH,Changeup
2024,"Yarbrough, Ryan",77.4,CH,Changeup
2024,"Severino, Luis",92.6,FC,Cutter
2024,"Morgan, Eli",86.8,SL,Slider
2024,"Miller, Bryce",82.4,ST,Sweeper
2024,"Rea, Colin",86.5,FS,Split-Finger
2024,"Molina, Anthony",88.7,SL,Slider
2024,"Crochet, Garrett",84.2,ST,Sweeper
2024,"Kelly, Merrill",91.9,FF,4-Seam Fastball
2024,"Schreiber, John",92,SI,Sinker
2024,"Vásquez, Randy",90.3,FC,Cutter
2024,"Domínguez, Seranthony",89.6,SL,Slider
2024,"Garrett, Reed",91.6,FC,Cutter
2024,"Darvish, Yu",94.1,FF,4-Seam Fastball
2024,"Mears, Nick",86.5,SL,Slider
2024,"Thorpe, Drew",91,FF,4-Seam Fastball
2024,"Estévez, Carlos",89.4,SL,Slider
2024,"Eflin, Zach",79.7,ST,Sweeper
2024,"Voth, Austin",93.6,FF,4-Seam Fastball
2024,"Mazur, Adam",94.6,FF,4-Seam Fastball
2024,"López, Pablo",94.5,SI,Sinker
2024,"García, Yimi",96.5,FF,4-Seam Fastball
2024,"Cole, Gerrit",88.3,SL,Slider
