year,"last_name, first_name",avg_speed,pitch_type,pitch_type_name,pitcher_break_z_induced,pitcher_break_x
2024,"Mazur, Adam",94.6,FF,4-Seam Fastball,17.2,5.1
2024,"Skenes, Paul",83,CU,Curveball,-3.9,7.1
2024,"Wheeler, Zack",86.2,FS,Split-Finger,5.4,12.8
2024,"Voth, Austin",80.8,ST,Sweeper,-0.4,15.7
2024,"Burnes, Corbin",97,SI,Sinker,10.3,12.2
2024,"Mikolas, Miles",85.6,CH,Changeup,6.5,14.2
2024,"Mlodzinski, Carmen",87.5,SL,Slider,1.6,3.3
2024,"Sandoval, Patrick",93.7,FF,4-Seam Fastball,16.1,6.8
2024,"Mantiply, Joe",79.2,CU,Curveball,-3.2,9.8
2024,"Uceta, Edwin",88.3,CH,Changeup,-0.3,17
2024,"Mantiply, Joe",81,CH,Changeup,-3.9,14.6
2024,"Miller, Bryce",86.6,SL,Slider,1.4,3.2
2024,"Chargois, JT",85.6,SL,Slider,1,1.4
2024,"Avila, Pedro",77.6,CU,Curveball,-15.3,9.2
2024,"Wilson, Bryse",80.4,CU,Curveball,-3.4,15.1
2024,"Alexander, Tyler",81.3,CH,Changeup,5.8,14.6
2024,"Assad, Javier",79.9,ST,Sweeper,0,15
2024,"Detmers, Reid",75,CU,Curveball,-14.7,9.3
2024,"Hudson, Bryan",86,FC,Cutter,3.9,0.9
2024,"Thornton, Trent",95.5,FF,4-Seam Fastball,16.2,4.1
2024,"Priester, Quinn",87.1,SL,Slider,2.3,4.6
2024,"Williams, Trevor",77,ST,Sweeper,6.3,11.9
2024,"McCaughan, Darren",89,SI,Sinker,8.1,16.1
2024,"Burr, Ryan",94.1,FF,4-Seam Fastball,16.8,1
2024,"Milner, Hoby",88.8,FF,4-Seam Fastball,7.1,15.1
2024,"Holderman, Colin",97.2,SI,Sinker,7.8,15.1
2024,"Javier, Cristian",91.7,FF,4-Seam Fastball,20,5.8
2024,"Lynch IV, Daniel",92.9,FF,4-Seam Fastball,15.1,8.4
2024,"Brazobán, Huascar",96.2,SI,Sinker,7.2,17.2
2024,"Holderman, Colin",92.1,FC,Cutter,7.7,1.8
2024,"Soriano, George",94.1,FF,4-Seam Fastball,11.2,8.9
2024,"Bido, Osvaldo",85.8,SL,Slider,4.3,5.7
2024,"Cabrera, Génesis",96,SI,Sinker,12.6,15.8
2024,"Winn, Keaton",95.7,FF,4-Seam Fastball,15.2,10
2024,"Holmes, Clay",83.7,ST,Sweeper,-8,16.8
2024,"Estes, Joey",84.8,CH,Changeup,8.7,14.6
2024,"Vodnik, Victor",90.1,CH,Changeup,0.3,13.1
2024,"Johnson, Pierce",95.5,FF,4-Seam Fastball,15.9,10.3
2024,"Brazobán, Huascar",89.1,FC,Cutter,7.1,0.9
2024,"Vásquez, Randy",82.2,ST,Sweeper,1.4,13.4
2024,"Little, Brendon",86.7,CU,Curveball,-8,3.7
2024,"Ramírez, Yohan",81.6,ST,Sweeper,3.1,18
2024,"Stratton, Chris",79.2,CU,Curveball,-8.3,16.5
2024,"Kershaw, Clayton",85.9,SL,Slider,6.8,4.8
2024,"Weissert, Greg",94,FF,4-Seam Fastball,13.2,8.8
2024,"Detmers, Reid",84.7,CH,Changeup,11.4,11.4
2024,"Thielbar, Caleb",74.1,CU,Curveball,-15.4,8.7
2024,"Wicks, Jordan",82.2,CH,Changeup,6.9,11.6
2024,"Buehler, Walker",94.8,SI,Sinker,11.1,13.8
2024,"Morton, Charlie",88.5,FC,Cutter,5.7,0
2024,"Blackburn, Paul",85.7,CH,Changeup,6.3,11.3
2024,"Curry, Xzavion",84.6,SL,Slider,1.8,6.4
2024,"Banda, Anthony",85.7,SL,Slider,-1.3,7.5
2024,"Gallen, Zac",86.9,SL,Slider,3,5.4
2024,"Nicolas, Kyle",85.6,CU,Curveball,-9.7,4.9
2024,"Schreiber, John",92.9,FF,4-Seam Fastball,8.6,11.5
2024,"Bassitt, Chris",74.1,ST,Sweeper,-0.8,17.5
2024,"Lively, Ben",83.9,CH,Changeup,7.4,15
2024,"Kuhl, Chad",93.9,SI,Sinker,4.8,16
2024,"Stratton, Hunter",95.5,FF,4-Seam Fastball,15,2.2
2024,"Severino, Luis",86.1,CH,Changeup,7.2,14
2024,"Stratton, Hunter",92,FC,Cutter,9.6,2.9
2024,"Cousins, Jake",95.1,SI,Sinker,8.4,17.8
2024,"Faucher, Calvin",85.7,CU,Curveball,-12.6,8.4
2024,"Peralta, Freddy",78.1,CU,Curveball,-4.8,4.6
2024,"Stripling, Ross",87.5,FC,Cutter,10,1.6
2024,"Hudson, Bryan",81.5,ST,Sweeper,-3.7,14.7
2024,"Santana, Dennis",90.4,FC,Cutter,10.3,1.3
2024,"Brito, Jhony",89.8,CH,Changeup,8.1,15.8
2024,"Long, Sam",85.5,SL,Slider,1.8,2
2024,"Marsh, Alec",86.3,CH,Changeup,3.5,14.7
2024,"Darvish, Yu",93.6,SI,Sinker,9.7,15.3
2024,"Holmes, Grant",83.9,CU,Curveball,-7.6,3.5
2024,"Barlow, Scott",77.3,CU,Curveball,-9.5,17.5
2024,"Arrighetti, Spencer",85.6,CH,Changeup,4.9,15.1
2024,"Greene, Hunter",87,FS,Split-Finger,4.4,9.1
2024,"Hancock, Emerson",86.5,CH,Changeup,3.2,17.3
2024,"Suter, Brent",87.4,SI,Sinker,13.3,10
2024,"Barlow, Scott",91.4,FF,4-Seam Fastball,10.3,2.3
2024,"Ashcraft, Graham",94.8,SI,Sinker,9.3,8.4
2024,"Aguiar, Julian",94.3,SI,Sinker,11.3,13.9
2024,"Woods Richardson, Simeon",76.1,CU,Curveball,-14.8,5.5
2024,"Chivilli, Angel",96.1,FF,4-Seam Fastball,11.4,12.5
2024,"Adam, Jason",84.3,SL,Slider,-4.2,3.2
2024,"Alexander, Tyler",89.6,SI,Sinker,11.4,16.3
2024,"Wacha, Michael",75.2,CU,Curveball,-12,12.3
2024,"Waldron, Matt",87.1,FC,Cutter,9.6,0.8
2024,"Funderburk, Kody",82.6,ST,Sweeper,-1.7,14.1
2024,"Skenes, Paul",84.7,ST,Sweeper,5.5,11.6
2024,"Salazar, Eduardo",87.8,SL,Slider,-0.3,3.8
2024,"Sánchez, Sixto",83.7,FC,Cutter,2.4,6.1
2024,"Beeks, Jalen",84.9,FC,Cutter,3.4,2.3
2024,"Dunning, Dane",85.1,CH,Changeup,5.3,17.6
2024,"Vásquez, Randy",88.6,CH,Changeup,6.6,17.7
2024,"Harvey, Hunter",89.2,FS,Split-Finger,3.2,9.8
2024,"Miller, Bobby",86.4,CH,Changeup,8.8,17
2024,"Kelly, Zack",91.1,FC,Cutter,6.8,2.2
2024,"Pérez, Cionel",96.5,FF,4-Seam Fastball,14.5,6.3
2024,"Black, Mason",92.4,FF,4-Seam Fastball,14.4,12.4
2024,"Stanek, Ryne",89.1,FS,Split-Finger,3.9,10.8
2024,"Bednar, David",77.2,CU,Curveball,-9.8,9
2024,"Flexen, Chris",80,ST,Sweeper,-3.1,11.9
2024,"Lorenzen, Michael",90.1,FC,Cutter,7.9,0.2
2024,"Nicolas, Kyle",90.9,SL,Slider,3.3,4.7
2024,"Manaea, Sean",88.5,FC,Cutter,7.6,0
2024,"Miller, Erik",83.3,SL,Slider,-2.4,11.2
2024,"Holton, Tyler",80.6,ST,Sweeper,-0.3,13.6
2024,"Lugo, Seth",87.3,CH,Changeup,4.3,15.3
2024,"Wilson, Justin",88.4,SL,Slider,2,2.9
2024,"Lively, Ben",77.1,CU,Curveball,-5.1,8.8
2024,"Chivilli, Angel",87.8,CH,Changeup,6.1,10.7
2024,"Freeland, Kyle",85.7,CH,Changeup,5.7,12.1
2024,"Swanson, Erik",84.9,FS,Split-Finger,3.6,11.2
2024,"Sale, Chris",93.9,SI,Sinker,2.7,17.8
2024,"Soriano, George",84,SL,Slider,0.4,8.4
2024,"Stratton, Chris",86.1,SL,Slider,1.5,4.2
2024,"Bradley, Taj",79.1,CU,Curveball,-17.5,6.9
2024,"Eflin, Zach",92.5,FF,4-Seam Fastball,12.8,8.5
2024,"Nelson, Ryne",84.2,SL,Slider,-1.8,5.5
2024,"Martin, Chris",94.7,FF,4-Seam Fastball,15.5,9.2
2024,"Fleming, Josh",90.4,SI,Sinker,2.1,16.5
2024,"Holton, Tyler",92,FF,4-Seam Fastball,16.4,5.7
2024,"Crawford, Kutter",77.3,CU,Curveball,-13.7,7.9
2024,"Clase, Emmanuel",91,SL,Slider,2.2,7.1
2024,"Thompson, Keegan",93.5,FF,4-Seam Fastball,14.3,2.2
2024,"Suter, Brent",75.5,CH,Changeup,11.7,8.9
2024,"Erceg, Lucas",98.5,SI,Sinker,10.1,15.7
2024,"Bradish, Kyle",88.2,SL,Slider,-0.2,11.8
2024,"Severino, Luis",86.8,SL,Slider,1,7.2
2024,"Chirinos, Yonny",85.2,SL,Slider,4.4,8.9
2024,"Blackburn, Paul",81.3,ST,Sweeper,-4.2,14.8
2024,"Irvin, Jake",89.9,FC,Cutter,7.6,0.5
2024,"Kelly, Zack",83.6,CH,Changeup,0.5,18
2024,"Faedo, Alex",89.1,CH,Changeup,1.9,16.2
2024,"Slaten, Justin",84,ST,Sweeper,0.1,12.1
2024,"Harris, Hogan",81.1,CH,Changeup,9.6,17.4
2024,"Miller, Bobby",79.8,CU,Curveball,-12.5,8.3
2024,"Cabrera, Génesis",95.9,FF,4-Seam Fastball,17.3,9.9
2024,"Brieske, Beau",86.1,SL,Slider,0.4,3.2
2024,"Estrada, Jeremiah",83.6,FS,Split-Finger,9.4,11.8
2024,"Paddack, Chris",78.2,CU,Curveball,-13.2,6.7
2024,"Hurter, Brant",83.1,ST,Sweeper,2.8,8.8
2024,"Sands, Cole",87.8,FS,Split-Finger,-0.4,12.8
2024,"Ferguson, Tyler",84.5,ST,Sweeper,3,10.3
2024,"Ruiz, José",95.8,SI,Sinker,12.4,13.9
2024,"Lovelady, Richard",86.2,SL,Slider,4.5,2.7
2024,"Tate, Dillon",79.5,ST,Sweeper,5.1,11.1
2024,"Imanaga, Shota",81.6,ST,Sweeper,3.3,10.1
2024,"Muñoz, Andrés",97.5,SI,Sinker,4.8,17.9
2024,"Cantillo, Joey",77.8,CH,Changeup,12,9.1
2024,"Mazur, Adam",86.8,SL,Slider,1.7,1.4
2024,"Houser, Adrian",83.2,SL,Slider,0.6,5.7
2024,"Tinoco, Jesus",96.1,SI,Sinker,6.4,17.3
2024,"McArthur, James",87.7,SL,Slider,2.4,1.2
2024,"Garrett, Reed",85,ST,Sweeper,1.7,14.1
2024,"Wilson, Justin",92.3,FC,Cutter,12.5,1.8
2024,"Brazobán, Huascar",96.6,FF,4-Seam Fastball,13.9,9.4
2024,"Smith, Will",91.2,FF,4-Seam Fastball,17.1,7.2
2024,"Rodriguez, Eduardo",86.7,CH,Changeup,6.2,16.1
2024,"Leiter, Jack",86.8,SL,Slider,1,4.2
2024,"Garrett, Braxton",90,SI,Sinker,7.4,16.2
2024,"Sánchez, Sixto",85.4,CH,Changeup,4.9,16.7
2024,"Lambert, Peter",86.9,SL,Slider,0.7,4.1
2024,"Ross, Joe",94.8,FF,4-Seam Fastball,13.8,5.9
2024,"Bowman, Matt",92.2,SI,Sinker,4.6,17.2
2024,"Matz, Steven",83.3,CH,Changeup,0.6,14.7
2024,"Bird, Jake",85.5,SL,Slider,2.8,10.1
2024,"Megill, Tylor",90,FC,Cutter,6.9,3.2
2024,"Roycroft, Chris",95,FF,4-Seam Fastball,9.4,4.7
2024,"Black, Mason",92.6,SI,Sinker,7.1,16.6
2024,"Irvin, Cole",85.9,FC,Cutter,5.1,1.8
2024,"Joyce, Ben",97,SI,Sinker,2.6,13.4
2024,"Iglesias, Raisel",84.2,SL,Slider,3.6,10.8
2024,"Smith, Burch",87.6,FC,Cutter,4.3,4.9
2024,"Domínguez, Seranthony",87,ST,Sweeper,5.1,11.3
2024,"Puk, A.J.",81.4,ST,Sweeper,2.6,12.3
